"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSUMAG00000013771"," NPR3","ENSUMAG00000013771",103664860,"protein_coding","Polar bear","KK498603.1",38.015029,"natriuretic peptide receptor 3 [Source:NCBI gene;Acc:103664860]",42.32,2,66070,1224,1224,NA,NA,8
"ENSUMAG00000019592"," NEK10","ENSUMAG00000019592",103679872,"protein_coding","Polar bear","KK498530.1",38.100506,"NIMA related kinase 10 [Source:NCBI gene;Acc:103679872]",39.62,2,198485,2266,2266,NA,NA,22
"ENSUMAG00000000263"," RBMS3","ENSUMAG00000000263",103680004,"protein_coding","Polar bear","KK498530.1",39.949232,"RNA binding motif single stranded interacting protein 3 [Source:NCBI gene;Acc:103680004]",37.88,2,671159,1254,1255,NA,2,14
"ENSUMAG00000001477"," OSBPL10","ENSUMAG00000001477",103680095,"protein_coding","Polar bear","KK498530.1",42.037495,"oxysterol binding protein like 10 [Source:NCBI gene;Acc:103680095]",45.56,4,196718,2011,2519,422,1612,11
"ENSUMAG00000020984"," PLCL1","ENSUMAG00000020984",103659717,"protein_coding","Polar bear","KK498562.1",42.241813,"phospholipase C like 1 (inactive) [Source:NCBI gene;Acc:103659717]",38.03,1,75581,3060,3744,42,642,5
"ENSUMAG00000011540"," ","ENSUMAG00000011540",103671504,"protein_coding","Polar bear","KK498653.1",42.465403,"BCL2 like 11 [Source:NCBI gene;Acc:103671504]",43.99,1,18558,255,1501,123,1000,4
"ENSUMAG00000001673"," CMTM7","ENSUMAG00000001673",NA,"protein_coding","Polar bear","KK498530.1",42.697613,"CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178]",46.6,1,10164,615,615,NA,NA,5
"ENSUMAG00000021073"," AOX1","ENSUMAG00000021073",103659730,"protein_coding","Polar bear","KK498562.1",44.439864,"aldehyde oxidase [Source:NCBI gene;Acc:103659730]",41.93,1,72698,4005,4682,28,649,34
"ENSUMAG00000004669"," CCR8","ENSUMAG00000004669",103680537,"protein_coding","Polar bear","KK498530.1",45.923861,"C-C motif chemokine receptor 8 [Source:NCBI gene;Acc:103680537]",47.51,1,1065,1065,1065,NA,NA,1
"ENSUMAG00000004684"," CSRNP1","ENSUMAG00000004684",103680592,"protein_coding","Polar bear","KK498530.1",46.133364,"cysteine and serine rich nuclear protein 1 [Source:NCBI gene;Acc:103680592]",53.67,1,4862,1716,1716,NA,NA,6
"ENSUMAG00000004706"," TTC21A","ENSUMAG00000004706",103682143,"protein_coding","Polar bear","KK498530.1",46.140296,"tetratricopeptide repeat domain 21A [Source:NCBI gene;Acc:103682143]",51.46,4,31508,3595,3595,NA,NA,26
"ENSUMAG00000013316"," THUMPD2","ENSUMAG00000013316",103671889,"protein_coding","Polar bear","KK498653.1",46.209248,"THUMP domain containing 2 [Source:NCBI gene;Acc:103671889]",37.68,5,34696,1424,1424,NA,NA,10
"ENSUMAG00000004974"," SCN5A","ENSUMAG00000004974",103680654,"protein_coding","Polar bear","KK498530.1",46.606966,"sodium voltage-gated channel alpha subunit 5 [Source:NCBI gene;Acc:103680654]",52.96,4,75417,5979,5979,NA,NA,26
"ENSUMAG00000013369"," SOS1","ENSUMAG00000013369",103671891,"protein_coding","Polar bear","KK498653.1",46.839659,"SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:NCBI gene;Acc:103671891]",35.94,2,74671,3808,5130,240,1082,22
"ENSUMAG00000005673"," DLEC1","ENSUMAG00000005673",103680742,"protein_coding","Polar bear","KK498530.1",47.07787,"DLEC1 cilia and flagella associated protein [Source:NCBI gene;Acc:103680742]",47.48,2,74919,3513,3513,NA,NA,25
"ENSUMAG00000005753"," PLCD1","ENSUMAG00000005753",103682206,"protein_coding","Polar bear","KK498530.1",47.162263,"phospholipase C delta 1 [Source:NCBI gene;Acc:103682206]",53.28,4,18102,2178,2178,NA,NA,15
"ENSUMAG00000006079"," VILL","ENSUMAG00000006079",NA,"protein_coding","Polar bear","KK498530.1",47.181143,"villin like [Source:HGNC Symbol;Acc:HGNC:30906]",58.5,1,8081,1728,1728,NA,NA,11
"ENSUMAG00000006094"," CTDSPL","ENSUMAG00000006094",103680764,"protein_coding","Polar bear","KK498530.1",47.205154,"CTD small phosphatase like [Source:NCBI gene;Acc:103680764]",44.73,3,64999,845,2211,52,1348,8
"ENSUMAG00000006129"," ITGA9","ENSUMAG00000006129",103680775,"protein_coding","Polar bear","KK498530.1",47.355488,"integrin subunit alpha 9 [Source:NCBI gene;Acc:103680775]",47.48,1,305754,2805,2906,101,NA,27
"ENSUMAG00000006181"," GOLGA4","ENSUMAG00000006181",103680793,"protein_coding","Polar bear","KK498530.1",47.740224,"golgin A4 [Source:NCBI gene;Acc:103680793]",36.77,5,89975,5475,5475,NA,NA,20
"ENSUMAG00000006338"," LRRFIP2","ENSUMAG00000006338",103680813,"protein_coding","Polar bear","KK498530.1",47.915872,"LRR binding FLII interacting protein 2 [Source:NCBI gene;Acc:103680813]",38.97,4,84585,1360,1413,53,NA,15
"ENSUMAG00000006371"," MLH1","ENSUMAG00000006371",103680847,"protein_coding","Polar bear","KK498530.1",48.002648,"mutL homolog 1 [Source:NCBI gene;Acc:103680847]",44.27,4,43112,2217,2630,259,121,19
"ENSUMAG00000006496"," STAC","ENSUMAG00000006496",103680902,"protein_coding","Polar bear","KK498530.1",48.375309,"SH3 and cysteine rich domain [Source:NCBI gene;Acc:103680902]",42.29,3,146341,1137,2667,240,1290,10
"ENSUMAG00000015196"," VIT","ENSUMAG00000015196",103671583,"protein_coding","Polar bear","KK498653.1",48.605866,"vitrin [Source:NCBI gene;Acc:103671583]",46.88,3,99075,1842,2549,140,239,14
"ENSUMAG00000008126"," SUSD5","ENSUMAG00000008126",103682275,"protein_coding","Polar bear","KK498530.1",51.23823,"sushi domain containing 5 [Source:NCBI gene;Acc:103682275]",44.69,1,47175,1860,1860,NA,NA,5
"ENSUMAG00000008154"," FBXL2","ENSUMAG00000008154",103681049,"protein_coding","Polar bear","KK498530.1",51.353341,"F-box and leucine rich repeat protein 2 [Source:NCBI gene;Acc:103681049]",38.35,2,87553,1257,1466,148,NA,14
"ENSUMAG00000008170"," UBP1","ENSUMAG00000008170",103682281,"protein_coding","Polar bear","KK498530.1",51.444786,"upstream binding protein 1 [Source:NCBI gene;Acc:103682281]",42.98,2,35090,1476,1593,117,NA,14
"ENSUMAG00000008980"," CLASP2","ENSUMAG00000008980",103681092,"protein_coding","Polar bear","KK498530.1",51.522668,"cytoplasmic linker associated protein 2 [Source:NCBI gene;Acc:103681092]",36.02,10,170089,4119,4119,NA,NA,34
"ENSUMAG00000015283"," TOPAZ1","ENSUMAG00000015283",103682318,"protein_coding","Polar bear","KK498530.1",52.846294,"testis and ovary specific PAZ domain containing 1 [Source:NCBI gene;Acc:103682318]",36.88,3,128092,4909,4909,NA,NA,20
"ENSUMAG00000015390"," ","ENSUMAG00000015390",103681203,"protein_coding","Polar bear","KK498530.1",53.198363,"zinc finger with KRAB and SCAN domains 7 [Source:NCBI gene;Acc:103681203]",43.54,2,14155,2259,3560,245,1001,6
"ENSUMAG00000023308"," ","ENSUMAG00000023308",103659825,"protein_coding","Polar bear","KK498562.1",55.326537,"sperm associated antigen 16 [Source:NCBI gene;Acc:103659825]",33.83,1,59457,939,939,NA,NA,9
"ENSUMAG00000022911"," ATAD2B","ENSUMAG00000022911",103671934,"protein_coding","Polar bear","KK498653.1",59.008373,"ATPase family AAA domain containing 2B [Source:NCBI gene;Acc:103671934]",35.64,4,125659,4051,4051,NA,NA,27
"ENSUMAG00000023037"," TDRD15","ENSUMAG00000023037",NA,"protein_coding","Polar bear","KK498653.1",61.349716,"tudor domain containing 15 [Source:HGNC Symbol;Acc:HGNC:45037]",34.88,1,10463,5823,5823,NA,NA,3
"ENSUMAG00000023043"," APOB","ENSUMAG00000023043",103671941,"protein_coding","Polar bear","KK498653.1",61.436685,"apolipoprotein B [Source:NCBI gene;Acc:103671941]",43.55,2,38712,12945,12945,NA,NA,28
"ENSUMAG00000015638"," ","ENSUMAG00000015638",103681895,"pseudogene","Polar bear","KK499449.1",5.899585,"calmodulin regulated spectrin associated protein family member 3 [Source:NCBI gene;Acc:103681895]",63.82,1,8511,NA,2967,NA,NA,17
"ENSUMAG00000023288"," ","ENSUMAG00000023288",103659965,"pseudogene","Polar bear","KK498562.1",53.596635,"erb-b2 receptor tyrosine kinase 4 [Source:NCBI gene;Acc:103659965]",34.48,1,666961,NA,3720,NA,NA,30
"NONE",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
